,cumulative_strategy,cumulative_benchmark
2025-04-16,0.855194574824395,1.3339208733303798
2025-04-17,0.875349367000584,1.302483702453828
2025-04-21,0.8973356962564697,1.335198452257898
2025-04-22,0.8823850619662054,1.3574443785571784
2025-04-23,0.8823850619662054,1.3849449985750355
2025-04-24,0.8758791191323958,1.3951563828981361
2025-04-25,0.8764403007558415,1.3960502689456662
2025-04-28,0.8713548341819963,1.4041507259556965
2025-04-29,0.870065236556117,1.4062288568979195
2025-04-30,0.8645846067638173,1.415086836097746
2025-05-01,0.8518522374609688,1.4359262172894098
2025-05-02,0.8572884156456777,1.426762714003269
2025-05-05,0.8638837408779994,1.4157862865181101
2025-05-06,0.8601289943961296,1.4219397980693063
2025-05-07,0.855140439676085,1.430186729096504
2025-05-08,0.8557488557761787,1.4291691785378469
2025-05-09,0.8278867146932497,1.4757011873334394
2025-05-12,0.8218860253935569,1.4863973661308691
2025-05-13,0.8210440725294808,1.4879200547773515
2025-05-14,0.8176512457742882,1.4940686345434577
2025-05-15,0.8119233761553764,1.5045349921557019
2025-05-16,0.8112120394256691,1.5058531350155835
2025-05-19,0.8143597282701278,1.5000100793357913
2025-05-20,0.8274995288908343,1.47580722071287
2025-05-21,0.8278676594651493,1.475150676822788
2025-05-22,0.8334212422847935,1.465254926745436
2025-05-23,0.8163702305462519,1.4952326591192828
2025-05-27,0.8209184131245728,1.486902380924067
2025-05-28,0.8176255498963559,1.4928666352224413
2025-05-29,0.8176919289585086,1.492745436603859
2025-05-30,0.814337722382423,1.4988687409713801
2025-06-02,0.809614327064463,1.507562615022343
2025-06-03,0.8095546686415215,1.507673703481491
2025-06-04,0.8138269990137076,1.4997171313014563
2025-06-05,0.8054603016118128,1.515135247733135
2025-06-06,0.8047193199544042,1.5165290934941453
2025-06-09,0.80030705244694,1.52484420645021
2025-06-10,0.8025030061284439,1.5206602032746335
2025-06-11,0.7994355026232953,1.526472805181496
2025-06-12,0.8084662297498878,1.5092291884988205
2025-06-13,0.8008725814163171,1.5234048649717462
2025-06-16,0.8075616172096837,1.5106811060292638
2025-06-17,0.807811347733864,1.5102139426866306
2025-06-18,0.8095712927821,1.506923702263957
2025-06-20,0.8017941428119041,1.521399971038107
2025-06-23,0.7928768127138263,1.5383205557973993
2025-06-24,0.7928794181886598,1.5383155007176823
2025-06-25,0.7865204290981528,1.5506529775930047
2025-06-26,0.7824156018780571,1.5587457903361457
2025-06-27,0.7783748732863359,1.5667958198436325
2025-06-30,0.7792455097795412,1.565043310011965
2025-07-01,0.7755479144116165,1.5724695920002165
2025-07-02,0.7690806550927604,1.5855823454916584
2025-07-03,0.7751273958347267,1.573116025730865
2025-07-07,0.7756822993685818,1.5719898526056046
2025-07-08,0.7709800330621936,1.5815194176400376
2025-07-09,0.7688627638370709,1.585862594179388
2025-07-10,0.7713981064559873,1.580633175859397
2025-07-11,0.7703124301083719,1.5828577808187878
2025-07-14,0.7733600158003949,1.576595523406361
2025-07-15,0.7708901688496694,1.5816306293938134
2025-07-16,0.7667475843844566,1.5901299445229826
2025-07-17,0.7668169644663854,1.5899860596929871
2025-07-18,0.7657440841026253,1.592210664652378
2025-07-21,0.7652558980257481,1.5932257493184903
2025-07-22,0.7592778054613877,1.6056718487604156
2025-07-23,0.7587476597470312,1.606792966805959
2025-07-24,0.7557321478454229,1.613178888729513
2025-07-25,0.7555984904869819,1.6134641924969593
2025-07-28,0.7578346406885852,1.608689238172995
2025-07-29,0.7587815041052071,1.6066792891596389
2025-07-30,0.7615850646822842,1.6007428994470219
2025-07-31,0.7737644344342318,1.575143605875918
2025-08-01,0.7623613903314801,1.5983566552313122
2025-08-04,0.7660648398064659,1.590592052785899
2025-08-05,0.7604864266609654,1.6021745966585967
2025-08-06,0.7610928993882715,1.6008968944364517
2025-08-07,0.755156591418917,1.6133834345161138
2025-08-08,0.7570476000492944,1.6093433161705328
2025-08-11,0.748458565070103,1.6276020175193207
2025-08-12,0.746040984864715,1.6328593004250693
2025-08-13,0.7458148667048154,1.633354205058833
2025-08-14,0.7479755931311812,1.6286221572651502
2025-08-15,0.748050961531095,1.6284580521162866
2025-08-18,0.7524331212018293,1.6189183769224198
2025-08-19,0.754262789740134,1.6149817027690978
2025-08-20,0.7572829948710564,1.6085150228646978
2025-08-21,0.7457825584132384,1.6329426475930875
2025-08-22,0.7489643543424503,1.62597588468058
2025-08-25,0.7458681393032672,1.6326976611687511
2025-08-26,0.7440847802862258,1.6366014156565987
2025-08-27,0.7417359134105159,1.6417677071274404
